,Quarter,Tm,Detail,WAS,NYG
0,1.0,Giants,Kelley Mote 20 yard pass from Charlie Conerly (Ray Poole kick),0,7
1,1.0,Giants,Joe Scott 26 yard rush (Ray Poole kick),0,14
2,2.0,Redskins,Rob Goode 1 yard rush (Bill Dudley kick),7,14
3,3.0,Giants,Eddie Price 1 yard rush (Ray Poole kick),7,21
4,4.0,Redskins,Hugh Taylor 29 yard pass from Sammy Baugh (Bill Dudley kick),14,21
5,4.0,Giants,Otto Schnellbacher 40 yard interception return (Ray Poole kick),14,28
