,Quarter,Tm,Detail,GNB,DET
0,1.0,Lions,Jason Hanson 32 yard field goal,0,3
1,1.0,Packers,Harry Sydney 1 yard rush (Chris Jacke kick),7,3
2,2.0,Packers,Chris Jacke 53 yard field goal,10,3
3,2.0,Packers,Jackie Harris 14 yard pass from Brett Favre (Chris Jacke kick),17,3
4,3.0,Packers,Chris Jacke 25 yard field goal,20,3
5,3.0,Lions,Jason Hanson 34 yard field goal,20,6
6,3.0,Lions,Bennie Blades 7 yard blocked punt return (Jason Hanson kick),20,13
7,4.0,Packers,Sterling Sharpe 30 yard pass from Brett Favre (Chris Jacke kick),27,13
