,Quarter,Tm,Detail,NYJ,MIA
0,2.0,Dolphins,Garo Yepremian 25 yard field goal,0,3
1,3.0,Dolphins,Garo Yepremian 26 yard field goal,0,6
2,3.0,Dolphins,Jim Mandich 3 yard pass from Bob Griese (Garo Yepremian kick),0,13
3,4.0,Dolphins,Garo Yepremian 42 yard field goal,0,16
