,Quarter,Tm,Detail,CHI,DET
0,2.0,Bears,Bernie Masterson 1 yard rush (Bob Snyder kick),7,0
1,2.0,Lions,Lloyd Cardwell 21 yard pass from Darrell Tully (Monk Moscrip kick),7,7
2,2.0,Bears,Bob Swisher 85 yard pass from Sid Luckman (Jack Manders kick),14,7
3,3.0,Bears,Jack Manders 25 yard field goal,17,7
4,4.0,Lions,Bill Shepherd 8 yard pass from Dwight Sloan,17,13
5,4.0,Bears,Bob MacLeod 7 yard rush,23,13
