,Quarter,Time,Tm,Detail,CHI,MIN
0,2.0,14:56,Vikings,Percy Harvin 15 yard pass from Brett Favre (Ryan Longwell kick),0,7
1,2.0,12:12,Bears,Johnny Knox 24 yard pass from Jay Cutler (Robbie Gould kick),7,7
2,2.0,8:06,Vikings,Chester Taylor 10 yard pass from Brett Favre (Ryan Longwell kick),7,14
3,2.0,7:02,Vikings,Ryan Longwell 52 yard field goal,7,17
4,2.0,0:17,Vikings,Visanthe Shiancoe 6 yard pass from Brett Favre (Ryan Longwell kick),7,24
5,3.0,12:44,Bears,Robbie Gould 38 yard field goal,10,24
6,3.0,7:45,Vikings,Ryan Longwell 37 yard field goal,10,27
7,4.0,13:36,Vikings,Ryan Longwell 20 yard field goal,10,30
8,4.0,6:35,Vikings,Adrian Peterson 5 yard rush (run failed),10,36
