,Quarter,Tm,Detail,CHI,MIN
0,2.0,Bears,Emery Moorehead 50 yard pass from Jim McMahon (John Roveto kick),7,0
1,2.0,Vikings,Sammy White 5 yard pass from Tommy Kramer (Rick Danmeier kick),7,7
2,2.0,Vikings,Joe Senser 1 yard pass from Tommy Kramer (Rick Danmeier kick),7,14
3,3.0,Vikings,Sammy White 8 yard pass from Tommy Kramer (Rick Danmeier kick),7,21
4,4.0,Vikings,Leo Lewis 31 yard pass from Tommy Kramer (Rick Danmeier kick),7,28
5,4.0,Vikings,Sammy White 13 yard pass from Tommy Kramer (Rick Danmeier kick),7,35
