,Quarter,Tm,Detail,NYG,WAS
0,1,Giants,Ward Cuff 17 yard field goal,3,0
1,2,Redskins,Bob Masterson unknown yard pass from Sammy Baugh (Bob Masterson kick),3,7
2,4,Giants,Jim Lee Howell 18 yard pass from Ed Danowski (Ward Cuff kick),10,7
