,Quarter,Tm,Detail,PIT,NYG
0,1.0,Giants,Don Chandler 30 yard field goal,0,3
1,2.0,Steelers,Bobby Layne 1 yard rush (Lou Michaels kick),7,3
2,3.0,Steelers,John Henry Johnson 5 yard pass from Bobby Layne (Lou Michaels kick),14,3
3,3.0,Giants,Joe Walton 21 yard pass from Y.A. Tittle (Don Chandler kick),14,10
4,3.0,Steelers,Lou Michaels 16 yard field goal,17,10
5,4.0,Steelers,Lou Michaels 9 yard field goal,20,10
6,4.0,Giants,Frank Gifford 16 yard pass from Y.A. Tittle (Don Chandler kick),20,17
