,Quarter,Time,Tm,Detail,WAS,NYG
0,1.0,11:29,Giants,Jay Feely 39 yard field goal,0,3
1,1.0,0:17,Giants,Jay Feely 50 yard field goal,0,6
2,2.0,12:31,Giants,Brandon Jacobs 3 yard rush (Jay Feely kick),0,13
3,2.0,2:14,Giants,Jay Feely 33 yard field goal,0,16
4,2.0,0:02,Giants,Jay Feely 39 yard field goal,0,19
5,3.0,13:17,Giants,Jeremy Shockey 10 yard pass from Eli Manning (Jay Feely kick),0,26
6,3.0,4:04,Giants,Jay Feely 44 yard field goal,0,29
7,3.0,1:07,Giants,Tiki Barber 4 yard rush (Jay Feely kick),0,36
