,Quarter,Tm,Detail,RAM,SFO
0,3.0,Rams,Eric Dickerson 15 yard rush (Chuck Nelson kick),7,0
1,3.0,Rams,Chuck Nelson 41 yard field goal,10,0
2,4.0,49ers,Roger Craig 3 yard rush (Ray Wersching kick),10,7
