,Quarter,Tm,Detail,PHI,NYG
0,1.0,Eagles,Jim Leonard 8 yard pass from Dave Smukler (Hank Reese kick),7,0
1,2.0,Giants,Tod Goodwin 15 yard pass from Tuffy Leemans (Tillie Manton kick),7,7
2,2.0,Eagles,Dave Smukler 27 yard field goal,10,7
3,2.0,Eagles,Joe Pilconis 18 yard pass from Dave Smukler (Dave Smukler kick),17,7
4,4.0,Giants,Walt Singer 3 yard fumble return (Tillie Manton kick),17,14
5,4.0,Giants,Kink Richards 3 yard rush (Tillie Manton kick),17,21
