,Quarter,Tm,Detail,SFO,DET
0,1.0,49ers,J.D. Smith 5 yard rush (Tommy Davis kick),7,0
1,1.0,49ers,Bob Waters 10 yard rush (Tommy Davis kick),14,0
2,2.0,49ers,Billy Kilmer 1 yard rush (Tommy Davis kick),21,0
3,3.0,49ers,Abe Woodson 98 yard kickoff return (Tommy Davis kick),28,0
4,3.0,49ers,Billy Kilmer 7 yard rush (Tommy Davis kick),35,0
5,3.0,49ers,J.D. Smith 1 yard rush (Tommy Davis kick),42,0
6,4.0,49ers,Bill Cooper 1 yard rush (Tommy Davis kick),49,0
