,Quarter,Tm,Detail,RAM,SFO
0,2.0,49ers,Ray Wersching 39 yard field goal,0,3
1,2.0,Rams,Cullen Bryant 17 yard pass from Vince Ferragamo (Frank Corral kick),7,3
2,2.0,Rams,Drew Hill 24 yard pass from Vince Ferragamo (Frank Corral kick),14,3
3,3.0,Rams,Frank Corral 47 yard field goal,17,3
4,3.0,Rams,Willie Miller 13 yard pass from Vince Ferragamo (Frank Corral kick),24,3
5,4.0,49ers,Charle Young 2 yard pass from Joe Montana (Ray Wersching kick),24,10
6,4.0,Rams,Preston Dennard 40 yard pass from Vince Ferragamo (Frank Corral kick),31,10
7,4.0,49ers,Freddie Solomon 3 yard pass from Joe Montana (Ray Wersching kick),31,17
