,Quarter,Tm,Detail,MIN,GNB
0,2.0,Vikings,Bill Brown 1 yard rush (Fred Cox kick),7,0
1,2.0,Packers,Boyd Dowler 50 yard pass from Bart Starr,7,6
2,2.0,Vikings,Bill Brown 1 yard rush (Fred Cox kick),14,6
3,2.0,Packers,Paul Hornung 1 yard rush (Paul Hornung kick),14,13
4,3.0,Packers,Boyd Dowler 32 yard pass from Bart Starr (Paul Hornung kick),14,20
5,3.0,Vikings,Tom Hall 6 yard pass from Fran Tarkenton (Fred Cox kick),21,20
6,4.0,Packers,Paul Hornung 20 yard field goal,21,23
7,4.0,Vikings,Fred Cox 27 yard field goal,24,23
