,Quarter,Tm,Detail,NYG,DAL
0,1.0,Cowboys,Eddie Murray 34 yard field goal,0,3
1,1.0,Cowboys,Alvin Harper 28 yard pass from Troy Aikman (Eddie Murray kick),0,10
2,2.0,Giants,David Treadwell 22 yard field goal,3,10
3,2.0,Cowboys,Alvin Harper 50 yard pass from Troy Aikman (Eddie Murray kick),3,17
4,2.0,Giants,David Treadwell 45 yard field goal,6,17
5,4.0,Cowboys,Emmitt Smith 1 yard rush (Eddie Murray kick),6,24
6,4.0,Cowboys,Emmitt Smith 2 yard rush (Eddie Murray kick),6,31
7,4.0,Giants,David Treadwell 29 yard field goal,9,31
