,Quarter,Tm,Detail,DET,MIN
0,2.0,Vikings,Fred Cox 25 yard field goal,0,3
1,2.0,Vikings,Earsell Mackbee 55 yard special teams fumble return (Fred Cox kick),0,10
2,3.0,Lions,Bill Malinchak 26 yard pass from Karl Sweetan (Wayne Walker kick),7,10
3,3.0,Lions,Wayne Walker 12 yard field goal,10,10
