,Quarter,Tm,Detail,BUF,MIA
0,1.0,Dolphins,Mark Clayton 7 yard pass from Dan Marino (Uwe von Schamann kick),0,7
1,2.0,Dolphins,Dan Johnson 10 yard pass from Dan Marino (Uwe von Schamann kick),0,14
2,2.0,Dolphins,Uwe von Schamann 22 yard field goal,0,17
3,2.0,Dolphins,Mark Clayton 65 yard pass from Dan Marino (Uwe von Schamann kick),0,24
4,4.0,Dolphins,Woody Bennett 1 yard rush (Uwe von Schamann kick),0,31
5,4.0,Dolphins,Pete Johnson 1 yard rush (Uwe von Schamann kick),0,38
6,4.0,Bills,Preston Dennard 5 yard pass from Matt Kofler (Joe Danelo kick),7,38
