,Quarter,Tm,Detail,RAM,GNB
0,1.0,Rams,Bob Waterfield 32 yard field goal,3,0
1,2.0,Rams,Tom Fears 53 yard pass from Bob Waterfield (Bob Waterfield kick),10,0
2,2.0,Rams,Elroy Hirsch 28 yard pass from Bob Waterfield (Bob Waterfield kick),17,0
3,2.0,Rams,Dick Hoerner 1 yard rush (Bob Waterfield kick),24,0
4,3.0,Rams,Elroy Hirsch 28 yard pass from Norm Van Brocklin (Bob Waterfield kick),31,0
5,3.0,Rams,Woodley Lewis 50 yard fumble return (Bob Waterfield kick),38,0
6,4.0,Rams,Tommy Kalmanir 41 yard pass from Glenn Davis (Elroy Hirsch kick),45,0
7,4.0,Packers,Larry Coutre 77 yard pass from Tobin Rote (Ted Fritsch kick),45,7
8,4.0,Packers,Al Baldwin 22 yard pass from Tobin Rote (Ted Fritsch kick),45,14
