,Quarter,Tm,Detail,NYG,WAS
0,1.0,Redskins,Curt Knight 27 yard field goal,0,3
1,2.0,Giants,Ron Johnson 1 yard rush (Pete Gogolak kick),7,3
2,2.0,Giants,Pete Gogolak 22 yard field goal,10,3
3,3.0,Redskins,Walter Roberts 66 yard pass from Sonny Jurgensen (Curt Knight kick),10,10
4,3.0,Giants,Tucker Frederickson 5 yard pass from Fran Tarkenton (Pete Gogolak kick),17,10
5,3.0,Giants,Bob Tucker 10 yard pass from Fran Tarkenton (Pete Gogolak kick),24,10
6,4.0,Redskins,Jon Henderson 5 yard pass from Sonny Jurgensen (Curt Knight kick),24,17
7,4.0,Redskins,Larry Brown 15 yard pass from Sonny Jurgensen (Curt Knight kick),24,24
8,4.0,Giants,Pete Gogolak 20 yard field goal,27,24
