,Quarter,Tm,Detail,RAM,DET
0,1.0,Lions,Dave Middleton 79 yard pass from Earl Morrall (Gerry Perry kick),0,7
1,2.0,Lions,Jim Martin 41 yard field goal,0,10
2,2.0,Rams,Ollie Matson 1 yard rush (Lou Michaels kick),7,10
3,2.0,Rams,Lou Michaels 28 yard field goal,10,10
4,2.0,Lions,Jim Martin 25 yard field goal,10,13
5,3.0,Lions,John Henry Johnson 11 yard pass from Earl Morrall (Gerry Perry kick),10,20
6,4.0,Lions,Gerry Perry 15 yard field goal,10,23
7,4.0,Rams,Del Shofner 66 yard pass from Frank Ryan (Lou Michaels kick),17,23
