,Quarter,Time,Tm,Detail,WAS,PHI
0,1.0,8:02,Eagles,David Akers 37 yard field goal,0,3
1,1.0,3:24,Eagles,Donte' Stallworth 84 yard pass from Donovan McNabb (David Akers kick),0,10
2,2.0,10:44,Eagles,Correll Buckhalter 55 yard pass from Donovan McNabb (David Akers kick),0,17
3,2.0,4:50,Redskins,Nick Novak 32 yard field goal,3,17
4,3.0,9:14,Eagles,David Akers 25 yard field goal,3,20
5,3.0,6:10,Eagles,Sheldon Brown 70 yard interception return (David Akers kick),3,27
