,Quarter,Tm,Detail,MIN,DET
0,1.0,Vikings,"Safety, punter stepped out of end zone",2,0
1,1.0,Vikings,Fred Cox 20 yard field goal,5,0
2,1.0,Vikings,Fred Cox 37 yard field goal,8,0
3,2.0,Vikings,Paul Flatley 15 yard pass from Fran Tarkenton (Fred Cox kick),15,0
4,2.0,Lions,Amos Marsh 1 yard rush (Wayne Walker kick),15,7
5,2.0,Vikings,Phil King 2 yard pass from Fran Tarkenton (Fred Cox kick),22,7
6,4.0,Vikings,Ed Sharockman 40 yard interception return (Fred Cox kick),29,7
