,Quarter,Tm,Detail,SFO,RAM
0,1.0,49ers,Ricky Watters 3 yard rush (Mike Cofer kick),7,0
1,2.0,49ers,Mike Cofer 34 yard field goal,10,0
2,3.0,Rams,Henry Ellard 31 yard pass from Jim Everett (Tony Zendejas kick),10,7
3,3.0,49ers,Mike Cofer 40 yard field goal,13,7
4,4.0,Rams,Tony Zendejas 35 yard field goal,13,10
5,4.0,49ers,Jerry Rice 42 yard pass from Steve Young (Mike Cofer kick),20,10
6,4.0,49ers,Ricky Watters 3 yard rush (Mike Cofer kick),27,10
