,Quarter,Tm,Detail,NYG,PHI
0,1.0,Eagles,Steve Van Buren 1 yard rush (Augie Lio kick),0,7
1,2.0,Eagles,Steve Van Buren 30 yard rush (Augie Lio kick),0,14
2,2.0,Eagles,Augie Lio 28 yard field goal,0,17
3,3.0,Giants,Jim White blocked punt recovery in end zone (Ken Strong kick),7,17
4,3.0,Eagles,Augie Lio blocked punt recovery in end zone (Augie Lio kick),7,24
5,4.0,Giants,Don McCafferty 8 yard pass from Emery Nix (Ken Strong kick),14,24
