,Quarter,Tm,Detail,GNB,DET
0,1.0,Lions,Leon Hart 5 yard rush (Bobby Layne kick),0,7
1,1.0,Packers,Fred Cone 12 yard field goal,3,7
2,3.0,Lions,Bobby Layne 22 yard field goal,3,10
3,3.0,Lions,Bobby Layne 15 yard field goal,3,13
4,4.0,Packers,Tobin Rote 2 yard rush (Fred Cone kick),10,13
5,4.0,Lions,Dave Middleton 56 yard pass from Bobby Layne (Bobby Layne kick),10,20
6,4.0,Packers,Fred Cone 14 yard pass from Tobin Rote (Fred Cone kick),17,20
7,4.0,Packers,Billy Howton 13 yard pass from Tobin Rote (Fred Cone kick),24,20
