,Quarter,Tm,Detail,PHI,NYG
0,1.0,Eagles,Steve Van Buren 4 yard rush (Roy Zimmerman kick),7,0
1,2.0,Eagles,Steve Van Buren 4 yard rush (Roy Zimmerman kick),14,0
2,3.0,Eagles,Steve Van Buren 98 yard kickoff return (Roy Zimmerman kick),21,0
3,3.0,Giants,Frank Liebel 38 yard pass from Arnie Herber (Ken Strong kick),21,7
4,3.0,Giants,Frank Liebel 41 yard pass from Arnie Herber (Ken Strong kick),21,14
5,3.0,Giants,Frank Liebel 54 yard pass from Arnie Herber (Ken Strong kick),21,21
6,4.0,Giants,Sam Fox 5 yard pass from Arnie Herber (Ken Strong kick),21,28
