,Quarter,Tm,Detail,SFO,RAM
0,1.0,Rams,Dave Elmendorf 52 yard interception return (David Ray kick),0,7
1,1.0,Rams,Lawrence McCutcheon 50 yard pass from James Harris (David Ray kick),0,14
2,2.0,Rams,Lawrence McCutcheon 13 yard pass from James Harris (David Ray kick),0,21
3,2.0,Rams,James Harris 4 yard rush,0,27
4,3.0,49ers,Terry Beasley 13 yard pass from Tom Owen (Bruce Gossett kick),7,27
5,3.0,49ers,Wilbur Jackson 24 yard pass from Tom Owen (Bruce Gossett kick),14,27
6,4.0,Rams,David Ray 46 yard field goal,14,30
7,4.0,Rams,Harold Jackson 44 yard pass from James Harris (David Ray kick),14,37
