,Quarter,Tm,Detail,PHI,NYG
0,2.0,Giants,Joe Morris 30 yard rush (Raul Allegre kick),0,7
1,2.0,Eagles,Paul McFadden 29 yard field goal,3,7
2,2.0,Giants,Phil Simms 4 yard rush (Raul Allegre kick),3,14
3,3.0,Giants,Solomon Miller 10 yard pass from Phil Simms (Raul Allegre kick),3,21
4,3.0,Giants,Harry Carson 13 yard pass from Jeff Rutledge (Raul Allegre kick),3,28
5,4.0,Giants,Lee Rouson 37 yard pass from Phil Simms (Raul Allegre kick),3,35
