,Quarter,Time,Tm,Detail,BAL,PIT
0,1.0,,Steelers,Jerome Bettis 1 yard rush (Norm Johnson kick),0,7
1,1.0,,Steelers,Norm Johnson 52 yard field goal,0,10
2,2.0,13:24,Steelers,Kordell Stewart 1 yard rush (Norm Johnson kick),0,17
3,2.0,13:24,Steelers,Norm Johnson 22 yard field goal,0,20
4,3.0,13:24,Steelers,Norm Johnson 39 yard field goal,0,23
5,3.0,13:24,Steelers,Yancey Thigpen 52 yard pass from Kordell Stewart (Norm Johnson kick),0,30
6,4.0,13:24,Steelers,George Jones 1 yard rush (Norm Johnson kick),0,37
