,Quarter,Tm,Detail,MIN,CHI
0,1.0,Bears,Neal Anderson 24 yard pass from Mike Tomczak (Kevin Butler kick),0,7
1,2.0,Vikings,Jim Gustafson 4 yard pass from Wade Wilson (Teddy Garcia kick),7,7
2,2.0,Bears,Kevin Butler 40 yard field goal,7,10
3,4.0,Bears,Neal Anderson 2 yard rush (Kevin Butler kick),7,17
4,4.0,Bears,Neal Anderson 13 yard rush (Kevin Butler kick),7,24
5,4.0,Bears,Lemuel Stinson 29 yard interception return (Kevin Butler kick),7,31
6,4.0,Bears,Mark Green 37 yard rush (Kevin Butler kick),7,38
