,Quarter,Time,Tm,Detail,CAR,ATL
0,1.0,5:25,Panthers,John Kasay 31 yard field goal,3,0
1,1.0,2:50,Falcons,Tim Dwight 35 yard pass from Chris Chandler (Morten Andersen kick),3,7
2,2.0,8:22,Falcons,Morten Andersen 39 yard field goal,3,10
3,2.0,3:38,Falcons,Morten Andersen 24 yard field goal,3,13
4,2.0,0:06,Panthers,John Kasay 51 yard field goal,6,13
5,3.0,5:25,Falcons,Ken Oxendine 1 yard rush (Morten Andersen kick),6,20
6,3.0,5:14,Panthers,Michael Bates 100 yard kickoff return (John Kasay kick),13,20
7,4.0,14:56,Falcons,Tim Dwight 4 yard pass from Chris Chandler (Morten Andersen kick),13,27
8,4.0,3:07,Panthers,Steve Beuerlein 1 yard rush (John Kasay kick),20,27
