,Quarter,Tm,Detail,WAS,PIT
0,3.0,Steelers,Johnny Clement 3 yard rush (Joe Glamp kick),0,7
1,4.0,Redskins,Hal Crisler 19 yard pass from Sammy Baugh (Dick Poillon kick),7,7
2,4.0,Steelers,Joe Glamp 13 yard field goal,7,10
