,Quarter,Tm,Detail,DET,CHI
0,1.0,Bears,Steve Fuller 1 yard rush (Kevin Butler kick),0,7
1,2.0,Bears,Calvin Thomas 7 yard rush (Kevin Butler kick),0,14
2,3.0,Lions,Eddie Murray 34 yard field goal,3,14
3,3.0,Bears,Steve Fuller 5 yard rush (Kevin Butler kick),3,21
4,4.0,Bears,Kevin Butler 39 yard field goal,3,24
