,Quarter,Tm,Detail,KAN,SDG
0,1.0,Chiefs,Mike Williams 8 yard pass from Steve Fuller (Jan Stenerud kick),7,0
1,1.0,Chargers,Charlie Joiner 29 yard pass from Dan Fouts (Mike Wood kick),7,7
2,2.0,Chargers,John Jefferson 42 yard pass from Dan Fouts (Mike Wood kick),7,14
3,3.0,Chargers,Bob Klein 8 yard pass from Dan Fouts (Mike Wood kick),7,21
4,4.0,Chargers,Artie Owens 8 yard rush (Mike Wood kick),7,28
