,Quarter,Tm,Detail,WAS,NYG
0,1.0,Giants,George Martin 30 yard interception return (Joe Danelo kick),0,7
1,3.0,Giants,Joe Danelo 22 yard field goal,0,10
2,4.0,Redskins,Mike Thomas 3 yard rush (Mark Moseley kick),7,10
3,4.0,Redskins,John Riggins 3 yard pass from Billy Kilmer (Mark Moseley kick),14,10
4,4.0,Redskins,Mark Moseley 51 yard field goal,17,10
5,4.0,Giants,Gary Shirk 8 yard pass from Jerry Golsteyn (Joe Danelo kick),17,17
6,4.0,Giants,Joe Danelo 30 yard field goal,17,20
