,Quarter,Time,Tm,Detail,MIN,GNB
0,1.0,4:26,Vikings,Leroy Hoard 2 yard rush (Gary Anderson kick),7,0
1,2.0,14:07,Packers,Ryan Longwell 28 yard field goal,7,3
2,2.0,7:37,Packers,Antuan Edwards 26 yard interception return (Ryan Longwell kick),7,10
3,2.0,0:50,Vikings,Gary Anderson 34 yard field goal,10,10
4,3.0,9:17,Vikings,Gary Anderson 22 yard field goal,13,10
5,3.0,3:05,Packers,Ryan Longwell 35 yard field goal,13,13
6,4.0,4:25,Packers,Ryan Longwell 34 yard field goal,13,16
7,4.0,1:56,Vikings,Randy Moss 10 yard pass from Randall Cunningham (Gary Anderson kick),20,16
8,4.0,0:12,Packers,Corey Bradford 23 yard pass from Brett Favre (Ryan Longwell kick),20,23
