,Quarter,Time,Tm,Detail,NWE,CAR
0,1.0,3:40,Patriots,Daniel Graham 1 yard pass from Tom Brady (Adam Vinatieri kick),7,0
1,1.0,1:13,Panthers,Stephen Davis 1 yard rush (John Kasay kick),7,7
2,2.0,3:38,Panthers,John Kasay 51 yard field goal,7,10
3,2.0,1:45,Panthers,Stephen Davis 1 yard rush (John Kasay kick),7,17
4,3.0,11:35,Panthers,John Kasay 52 yard field goal,7,20
5,3.0,6:25,Patriots,Adam Vinatieri 45 yard field goal,10,20
6,3.0,6:08,Patriots,Mike Vrabel 24 yard interception return (Adam Vinatieri kick),17,20
7,4.0,14:46,Panthers,Stephen Davis 1 yard rush (John Kasay kick),17,27
