,Quarter,Tm,Detail,RAM,SFO
0,1.0,49ers,Gene Washington 20 yard pass from John Brodie (Tommy Davis kick),0,7
1,2.0,Rams,Bruce Gossett 27 yard field goal,3,7
2,2.0,Rams,Billy Truax 22 yard pass from Roman Gabriel (Bruce Gossett kick),10,7
3,2.0,Rams,Bruce Gossett 31 yard field goal,13,7
4,3.0,49ers,Gene Washington 33 yard pass from John Brodie (Tommy Davis kick),13,14
5,4.0,49ers,Clifton McNeil 39 yard pass from John Brodie (Tommy Davis kick),13,21
6,4.0,Rams,Roman Gabriel 1 yard rush (Bruce Gossett kick),20,21
7,4.0,Rams,Tommy Mason 1 yard rush (Bruce Gossett kick),27,21
