,Quarter,Tm,Detail,CLE,CIN
0,2.0,Browns,Frank Pitts 50 yard pass from Mike Phipps (Don Cockroft kick),7,0
1,2.0,Browns,Leroy Kelly 5 yard rush (Don Cockroft kick),14,0
2,2.0,Bengals,Virgil Carter 8 yard rush (Horst Muhlmann kick),14,7
3,2.0,Bengals,Horst Muhlmann 31 yard field goal,14,10
4,3.0,Bengals,Essex Johnson 9 yard rush (Horst Muhlmann kick),14,17
5,3.0,Browns,Fair Hooker 20 yard pass from Mike Phipps (Don Cockroft kick),21,17
6,3.0,Browns,Don Cockroft 27 yard field goal,24,17
7,3.0,Bengals,Doug Dressler 1 yard rush (Horst Muhlmann kick),24,24
8,4.0,Browns,Don Cockroft 27 yard field goal,27,24
