,Quarter,Tm,Detail,DET,CHI
0,1.0,Bears,Tim Worley 1 yard rush (Kevin Butler kick),0,7
1,2.0,Lions,Brett Perriman 20 yard pass from Erik Kramer (Jason Hanson kick),7,7
2,2.0,Lions,Jason Hanson 40 yard field goal,10,7
3,3.0,Lions,Jason Hanson 37 yard field goal,13,7
4,4.0,Bears,Jim Harbaugh 1 yard rush (Kevin Butler kick),13,14
5,4.0,Lions,Ty Hallock 1 yard pass from Erik Kramer (Jason Hanson kick),20,14
