,Quarter,Tm,Detail,WAS,PHI
0,1.0,Eagles,Bosh Pritchard 75 yard pass from Tommy Thompson (Cliff Patton kick),0,7
1,1.0,Eagles,Steve Van Buren 3 yard rush (Cliff Patton kick),0,14
2,1.0,Redskins,Rob Goode 54 yard rush (Dick Poillon kick),7,14
3,2.0,Eagles,Tommy Thompson 1 yard rush (Cliff Patton kick),7,21
4,2.0,Eagles,Bosh Pritchard 77 yard rush (Cliff Patton kick),7,28
5,2.0,Eagles,Neill Armstrong 4 yard pass from Tommy Thompson (Cliff Patton kick),7,35
6,3.0,Redskins,Pete Stout 23 yard pass from Sammy Baugh (Dick Poillon kick),14,35
7,3.0,Eagles,Frank Ziegler 1 yard rush (Cliff Patton kick),14,42
8,4.0,Eagles,Bill Mackrides 1 yard rush (Cliff Patton kick),14,49
