,Quarter,Tm,Detail,RAM,DET
0,1,Rams,Ron Jessie 11 yard pass from James Harris (Tom Dempsey kick),7,0
1,3,Rams,Harold Jackson 17 yard pass from James Harris,13,0
2,4,Rams,Harold Jackson 38 yard pass from James Harris (Tom Dempsey kick),20,0
