,Quarter,Time,Tm,Detail,SFO,STL
0,1.0,12:24,49ers,John Taylor 35 yard pass from Elvis Grbac,6,0
1,1.0,12:24,49ers,Ken Norton Jr. 21 yard interception return (Jerry Rice pass from Elvis Grbac),14,0
2,1.0,12:24,Rams,Steve McLaughlin 25 yard field goal,14,3
3,2.0,12:24,49ers,Tony Zendejas 38 yard field goal,17,3
4,2.0,12:24,49ers,Jerry Rice 4 yard pass from Elvis Grbac (Tony Zendejas kick),24,3
5,3.0,12:24,49ers,Jerry Rice 20 yard rush,30,3
6,3.0,12:24,49ers,Ken Norton Jr. 35 yard interception return (Tony Zendejas kick),37,3
7,3.0,12:24,49ers,William Floyd 3 yard rush (Tony Zendejas kick),44,3
8,4.0,12:24,Rams,Jessie Hester 38 yard pass from Mark Rypien (Steve McLaughlin kick),44,10
