,Quarter,Time,Tm,Detail,MIA,NWE
0,1.0,9:56,Dolphins,Olindo Mare 47 yard field goal,3,0
1,1.0,4:05,Patriots,Tony Carter 1 yard rush (Adam Vinatieri kick),3,7
2,2.0,8:16,Patriots,Kevin Faulk 52 yard pass from Drew Bledsoe (Adam Vinatieri kick),3,14
3,2.0,3:40,Dolphins,Hunter Goodwin 9 yard pass from Jay Fiedler (Olindo Mare kick),10,14
4,2.0,2:13,Dolphins,Lamar Smith 1 yard rush (Olindo Mare kick),17,14
5,2.0,0:03,Patriots,Terry Glenn 16 yard pass from Drew Bledsoe (Adam Vinatieri kick),17,21
6,3.0,6:17,Patriots,Adam Vinatieri 33 yard field goal,17,24
7,4.0,4:09,Dolphins,Lamar Smith 1 yard rush (Olindo Mare kick),24,24
8,4.0,0:09,Dolphins,Olindo Mare 49 yard field goal,27,24
