,Quarter,Tm,Detail,GNB,CHI
0,1.0,Bears,Jeremy Lincoln 80 yard interception return (Kevin Butler kick),0,7
1,1.0,Packers,Sterling Sharpe 18 yard pass from Brett Favre (Chris Jacke kick),7,7
2,2.0,Bears,Kevin Butler 29 yard field goal,7,10
3,3.0,Bears,Dante Jones 32 yard defensive fumble return (Kevin Butler kick),7,17
4,3.0,Packers,Chris Jacke 26 yard field goal,10,17
5,3.0,Packers,Mark Clayton 22 yard pass from Brett Favre (Chris Jacke kick),17,17
6,3.0,Bears,Kevin Butler 24 yard field goal,17,20
7,4.0,Bears,Kevin Butler 29 yard field goal,17,23
8,4.0,Bears,Mark Carrier 34 yard interception return (Kevin Butler kick),17,30
