,Quarter,Tm,Detail,CHI,RAM
0,1.0,Rams,Johnny Drake 1 yard rush (Chet Adams kick),0,7
1,1.0,Rams,Jim Benton 15 yard pass from Parker Hall (Chet Adams kick),0,14
2,2.0,Bears,Bob MacLeod 21 yard pass from Billy Patterson (Dick Plasman kick),7,14
3,2.0,Bears,Bill Osmanski unknown yard rush (Jack Manders kick),14,14
4,2.0,Bears,Bob MacLeod 41 yard interception return (Jack Manders kick),21,14
5,3.0,Bears,Jack Manders unknown yard rush (Jack Manders kick),28,14
6,3.0,Bears,Jack Manders unknown yard rush (Jack Manders kick),35,14
7,4.0,Rams,Jim Benton unknown yard pass from Marty Slovak (Vic Spadaccini kick),35,21
