,Quarter,Tm,Detail,GNB,CHI
0,1.0,Bears,Mac Percival 14 yard field goal,0,3
1,1.0,Packers,Boyd Dowler 72 yard pass from Zeke Bratkowski (Mike Mercer kick),7,3
2,1.0,Bears,Dick Gordon 48 yard pass from Jack Concannon (Mac Percival kick),7,10
3,2.0,Packers,Jim Grabowski 67 yard pass from Don Horn (Mike Mercer kick),14,10
4,2.0,Packers,Chuck Mercein 1 yard rush (Mike Mercer kick),21,10
5,3.0,Packers,Boyd Dowler 25 yard pass from Don Horn (Mike Mercer kick),28,10
6,4.0,Bears,Ronnie Bull 8 yard rush (Mac Percival kick),28,17
7,4.0,Bears,Mac Percival 26 yard field goal,28,20
8,4.0,Bears,Dick Gordon 51 yard pass from Jack Concannon (Mac Percival kick),28,27
