,Quarter,Tm,Detail,RAM,SFO
0,1.0,49ers,Freddie Solomon 14 yard pass from Joe Montana (Ray Wersching kick),0,7
1,1.0,49ers,Dwight Clark 41 yard pass from Joe Montana (Ray Wersching kick),0,14
2,2.0,Rams,Frank Corral 25 yard field goal,3,14
3,2.0,Rams,Mike Guman 2 yard rush (Frank Corral kick),10,14
4,2.0,49ers,Ray Wersching 42 yard field goal,10,17
5,3.0,49ers,Ray Wersching 18 yard field goal,10,20
6,3.0,Rams,Wendell Tyler 16 yard pass from Pat Haden (Frank Corral kick),17,20
