,Quarter,Time,Tm,Detail,WAS,NYG
0,1.0,7:24,Redskins,Chris Cooley 2 yard pass from Mark Brunell (John Hall kick),7,0
1,2.0,12:53,Giants,Tim Carter 38 yard pass from Kurt Warner (Steve Christie kick),7,7
2,2.0,6:21,Giants,Barrett Green 16 yard defensive fumble return (Steve Christie kick),7,14
3,2.0,4:34,Giants,Steve Christie 38 yard field goal,7,17
4,2.0,0:37,Giants,Steve Christie 22 yard field goal,7,20
5,4.0,12:01,Redskins,Clinton Portis 13 yard pass from Patrick Ramsey (John Hall kick),14,20
