,Quarter,Tm,Detail,ATL,CHI
0,2.0,Bears,Kevin Butler 35 yard field goal,0,3
1,2.0,Bears,Kevin Butler 32 yard field goal,0,6
2,2.0,Bears,Walter Payton 40 yard rush (Kevin Butler kick),0,13
3,2.0,Bears,William Perry 1 yard rush (Kevin Butler kick),0,20
4,3.0,Bears,Calvin Thomas 2 yard rush (Kevin Butler kick),0,27
5,4.0,Bears,"Safety, Waechter tackled Holly in end zone",0,29
6,4.0,Bears,Thomas Sanders 1 yard rush (Kevin Butler kick),0,36
