,Quarter,Time,Tm,Detail,DAL,PHI
0,1.0,7:07,Cowboys,Richie Cunningham 42 yard field goal,3,0
1,2.0,11:35,Cowboys,Emmitt Smith 9 yard pass from Troy Aikman (Richie Cunningham kick),10,0
2,4.0,11:48,Eagles,Norm Johnson 38 yard field goal,10,3
3,4.0,5:42,Eagles,Norm Johnson 31 yard field goal,10,6
4,4.0,1:07,Eagles,Charles Johnson 28 yard pass from Doug Pederson (Norm Johnson kick),10,13
