,Quarter,Tm,Detail,WAS,PHI
0,1.0,Eagles,William Frizzell 30 yard interception return (Roger Ruzek kick),0,7
1,2.0,Redskins,Don Warren 8 yard pass from Jeff Rutledge (Chip Lohmiller kick),7,7
2,3.0,Eagles,Heath Sherman 9 yard pass from Keith Byars (Roger Ruzek kick),7,14
3,3.0,Eagles,Clyde Simmons 18 yard defensive fumble return (Roger Ruzek kick),7,21
4,3.0,Eagles,Heath Sherman 2 yard pass from Randall Cunningham (Roger Ruzek kick),7,28
5,4.0,Redskins,Brian Mitchell 1 yard rush (Chip Lohmiller kick),14,28
