,Quarter,Tm,Detail,CHI,DET
0,1.0,Lions,Ace Gutowsky 2 yard rush,0,6
1,4.0,Lions,Dutch Clark 51 yard rush (Dutch Clark kick),0,13
2,4.0,Bears,Ookie Miller 66 yard fumble return (Joe Stydahar kick),7,13
