,Quarter,Tm,Detail,RAM,DET
0,1.0,Lions,Tom Nowatzke 3 yard rush (Wayne Walker kick),0,7
1,2.0,Rams,Jack Snow 39 yard pass from Roman Gabriel (Bruce Gossett kick),7,7
2,2.0,Rams,Les Josephson 8 yard rush (Bruce Gossett kick),14,7
3,4.0,Rams,Billy Truax 6 yard pass from Roman Gabriel (Bruce Gossett kick),21,7
4,4.0,Rams,Bruce Gossett 23 yard field goal,24,7
5,4.0,Rams,Les Josephson 2 yard rush (Bruce Gossett kick),31,7
