,Quarter,Tm,Detail,GNB,DET
0,1.0,Lions,Charlie Sanders 9 yard pass from Joe Reed (Errol Mann kick),0,7
1,3.0,Packers,Joe Danelo 28 yard field goal,3,7
2,4.0,Lions,Errol Mann 28 yard field goal,3,10
3,4.0,Packers,Steve Odom 24 yard pass from Willard Harrell (Joe Danelo kick),10,10
4,4.0,Lions,Errol Mann 23 yard field goal,10,13
