,Quarter,Tm,Detail,PHI,DAL
0,1.0,Cowboys,Michael Irvin 11 yard pass from Troy Aikman (Eddie Murray kick),0,7
1,2.0,Cowboys,Eddie Murray 23 yard field goal,0,10
2,2.0,Cowboys,Eddie Murray 19 yard field goal,0,13
3,2.0,Cowboys,Eddie Murray 47 yard field goal,0,16
4,2.0,Eagles,Matt Bahr 25 yard field goal,3,16
5,3.0,Eagles,Mark Bavaro 2 yard pass from Bubby Brister (Matt Bahr kick),10,16
6,4.0,Cowboys,Daryl Johnston 2 yard rush (Eddie Murray kick),10,23
7,4.0,Eagles,Mark Bavaro 8 yard pass from Bubby Brister (Matt Bahr kick),17,23
