,Quarter,Tm,Detail,CLE,NYG
0,1.0,Giants,Bob Schnelker 3 yard pass from Charlie Conerly (Pat Summerall kick),0,7
1,2.0,Giants,Pat Summerall 40 yard field goal,0,10
2,2.0,Giants,Frank Gifford 2 yard rush (Pat Summerall kick),0,17
3,2.0,Giants,Lindon Crow 30 yard interception return (Pat Summerall kick),0,24
4,3.0,Giants,Frank Gifford 31 yard pass from Charlie Conerly (Pat Summerall kick),0,31
5,3.0,Giants,Pat Summerall 22 yard field goal,0,34
6,3.0,Giants,Kyle Rote 19 yard pass from Charlie Conerly (Don Chandler kick),0,41
7,3.0,Giants,Alex Webster 6 yard pass from Don Heinrich (Don Chandler kick),0,48
8,4.0,Browns,Bobby Mitchell 78 yard punt return (Lou Groza kick),7,48
