,Quarter,Time,Tm,Detail,MIN,DET
0,1.0,,Lions,Jason Hanson 47 yard field goal,0,3
1,2.0,,Vikings,Jake Reed 11 yard pass from Randall Cunningham (Gary Anderson kick),7,3
2,2.0,,Lions,Johnnie Morton 1 yard pass from Charlie Batch (Jason Hanson kick),7,10
3,2.0,1:19,Vikings,Gary Anderson 35 yard field goal,10,10
4,2.0,0:01,Lions,Jason Hanson 48 yard field goal,10,13
5,3.0,0:01,Vikings,Gary Anderson 44 yard field goal,13,13
6,3.0,0:01,Vikings,Cris Carter 10 yard pass from Randall Cunningham (Gary Anderson kick),20,13
7,3.0,0:01,Vikings,Robert Smith 57 yard rush (Gary Anderson kick),27,13
8,4.0,0:01,Vikings,Jimmy Hitchcock 79 yard interception return (Gary Anderson kick),34,13
