,Quarter,Tm,Detail,GNB,MIN
0,2.0,Vikings,Chuck Foreman 16 yard pass from Fran Tarkenton (Rick Danmeier kick),0,7
1,2.0,Packers,Terdell Middleton 3 yard rush (Chester Marcol kick),7,7
2,2.0,Vikings,Ahmad Rashad 4 yard pass from Fran Tarkenton (Rick Danmeier kick),7,14
3,4.0,Vikings,Ahmad Rashad 15 yard pass from Fran Tarkenton (Rick Danmeier kick),7,21
