,Quarter,Time,Tm,Detail,GNB,CHI
0,1.0,5:59,Bears,Barry Minter 25 yard interception return (Chris Boniol kick),0,7
1,2.0,11:46,Bears,Chris Boniol 24 yard field goal,0,10
2,2.0,7:07,Packers,Bill Schroeder 6 yard pass from Brett Favre (Ryan Longwell kick),7,10
3,2.0,3:43,Packers,William Henderson 2 yard rush (Ryan Longwell kick),14,10
4,2.0,1:09,Packers,Keith McKenzie 45 yard defensive fumble return (Ryan Longwell kick),21,10
5,2.0,0:01,Bears,Chris Boniol 23 yard field goal,21,13
6,3.0,0:19,Bears,Curtis Enis 1 yard rush (pass failed),21,19
7,4.0,9:02,Packers,De'Mond Parker 12 yard rush (Ryan Longwell kick),28,19
8,4.0,3:08,Packers,De'Mond Parker 21 yard rush (Ryan Longwell kick),35,19
