,Quarter,Tm,Detail,CHI,MIN
0,1.0,Vikings,Alfred Anderson 37 yard pass from Tommy Kramer,0,6
1,1.0,Vikings,Anthony Carter 60 yard pass from Tommy Kramer (Chuck Nelson kick),0,13
2,2.0,Vikings,Chuck Nelson 29 yard field goal,0,16
3,3.0,Vikings,Tommy Kramer 5 yard rush (Chuck Nelson kick),0,23
4,4.0,Bears,Willie Gault 50 yard pass from Steve Fuller (Kevin Butler kick),7,23
