,Quarter,Time,Tm,Detail,CIN,BAL
0,1.0,6:51,Ravens,Matt Stover 43 yard field goal,0,3
1,2.0,13:35,Ravens,Terry Allen 4 yard rush (Matt Stover kick),0,10
2,2.0,0:00,Ravens,Matt Stover 29 yard field goal,0,13
3,4.0,2:00,Ravens,Matt Stover 43 yard field goal,0,16
