,Quarter,Tm,Detail,GNB,RAM
0,1.0,Packers,Max McGee 25 yard pass from Bart Starr (Jerry Kramer kick),7,0
1,2.0,Rams,Dick Bass 3 yard rush (Danny Villanueva kick),7,7
2,2.0,Rams,Roman Gabriel 1 yard rush (Danny Villanueva kick),7,14
3,2.0,Packers,Jerry Kramer 40 yard field goal,10,14
4,3.0,Packers,Jim Taylor 40 yard rush (Jerry Kramer kick),17,14
5,3.0,Packers,Max McGee 16 yard pass from Bart Starr (Jerry Kramer kick),24,14
6,4.0,Packers,Max McGee 13 yard pass from Bart Starr (Jerry Kramer kick),31,14
