,Quarter,Tm,Detail,CHI,DET
0,1.0,Lions,Levi Johnson 18 yard interception return (Errol Mann kick),0,7
1,1.0,Lions,Errol Mann 22 yard field goal,0,10
2,2.0,Lions,Altie Taylor 22 yard rush (Errol Mann kick),0,17
3,2.0,Lions,Errol Mann 32 yard field goal,0,20
4,3.0,Bears,Mirro Roder 38 yard field goal,3,20
5,3.0,Lions,Steve Owens 1 yard rush (Errol Mann kick),3,27
6,4.0,Lions,Jimmie Jones 2 yard rush (Errol Mann kick),3,34
7,4.0,Bears,Cliff Taylor 9 yard rush (Mirro Roder kick),10,34
8,4.0,Bears,Bo Rather 5 yard pass from Bobby Douglass (Mirro Roder kick),17,34
